Название,Тип Постройки,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Страница объекта в интернете,Контактный Телефон,Адрес,Долгота,Широта,Круглосуточно
Соборная мечеть,Религиозные объекты,None,None,None,None,None,None,None,dum-spb.ru,+7(812)4984075,"Санкт-Петербург, Кронверкский пр., д.7",59.955133,30.32398,1
Большая хоральная синагога,Религиозные объекты,None,None,None,None,None,None,None,www.jewishpetersburg.ru,+7(812)7138186,"Санкт-Петербург,  Лермонтовский пр., 2",59.924623,30.291793,1
Собор Успения Пресвятой Девы Марии,Религиозные объекты,None,None,None,None,None,None,None,www.uspenie.spb.ru,+7(812)3164255,"Санкт-Петербург, ул. 1-я Красноармейская, д.11",59.916171,30.312571,1
Монастырский храм Святого Антония Чудотворца,Религиозные объекты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, ул. 9-я Красноармейская, д.10",59.91334300000001,30.30013,1
Базилика Святой Екатерины Александрийской,Религиозные объекты,None,None,None,None,None,None,None,catherine.spb.ru,+7(812)5715795,"Санкт-Петербург, Невский пр., д.32-34",59.935633,30.3291,1
Церковь Лурдской Божией Матери,Религиозные объекты,None,None,None,None,None,None,None, +7(812)2725002,+7(911)2095953,"Санкт-Петербург, Ковенский пер., д.7",59.936967,30.35685800000001,1
Храм Святого Станислава,Религиозные объекты,None,None,None,None,None,None,None,stan-mta.ru,+7(812)7140071,"Санкт-Петербург, ул. Союза Печатников, д.22",59.922512,30.288299,1
Храм Святейшего Сердца Иисуса,Религиозные объекты,None,None,None,None,None,None,None,www.sacredheart.spb.ru,+7(921)3750125,"Санкт-Петербург, ул. Бабушкина, д.57",59.880563,30.436718,1
Храм Посещения Девой Марией Св. Елизаветы,Религиозные объекты,None,None,None,None,None,None,None,www.visitmaria.ru,None,"Санкт-Петербург, Минеральная ул., 21 литер Д",59.966178,30.369174,1
Церковь Рождества Иоанна Предтечи на Каменном острове,Религиозные объекты,None,None,None,None,None,None,None,www.predtecha.info,+7(812)2341324,"Санкт-Петербург, Каменноостровский пр., д.83",59.980848,30.300498,1
"Александро-Невский монастырь/ Александро-Невская лавра (Свято-Троицкий собор, Исидоровская церковь, Фёдоровская церковь, Благовещенская – Александро-Невская церковь, Церковь Сошествия Святого Духа)",Религиозные объекты,None,None,None,None,None,None,None,None,+7(812)2741702 ,"Санкт-Петербург, Набережная реки Монастырки, 1",59.921011,30.388919,1
Вознесенский (Софийский) Собор,Религиозные объекты,None,None,None,None,None,None,None,None,+7(812)4654747,"Санкт-Петербург, г. Пушкин, Софийский ул., 1",59.711714,30.413452000000003,1
Воскресенский Смольный собор,Религиозные объекты,None,None,None,None,None,None,None,None,+7(812)7103159,"Санкт-Петербург, пл. Растрелли, 3",59.948631000000006,30.395576,1
Домовая церковь Святой Великомученицы Екатерины в здании Академии художеств,Религиозные объекты,None,None,None,None,None,None,None,www.art-acad-church.ru,+7(812)3280751,"Санкт-Петербург, Университетская наб., д.17",59.937305,30.289997,1
Исаакиевский собор,Религиозные объекты,None,None,None,None,None,None,None,www.cathedral.ru,+7(812)3159732,"Санкт-Петербург, Исаакиевская пл., 4",59.933992,30.306148,1
Князь-Владимирский Собор,Религиозные объекты,None,None,None,None,None,None,None,www.vladimirskysobor.ru,+7(812)4980304,"Санкт-Петербург, ул. Блохина, д. 26",59.951619,30.295476,1
Князь-Владмирская Церковь,Религиозные объекты,None,None,None,None,None,None,None,None,+7(812)4349204,"Санкт-Петербург, пос. Лисий Нос, Балтийский пр. д. 37",60.019585,30.001997,1
Крестовоздвиженский Казачий Собор,Религиозные объекты,None,None,None,None,None,None,None,krest-sobor.ru,+7(812)5724063,"Санкт-Петербург, Лиговский пр., д. 128",59.916194,30.353265000000004,1
Николо-Богоявленский Морской Кафедральный собор,Религиозные объекты,None,None,None,None,None,None,None, +7(812)7146926,+7(812)7147085,"Санкт-Петербург, Никольская пл., 1/3",59.92238199999999,30.300139,1
Никольская Большеохтинская церковь,Религиозные объекты,None,None,None,None,None,None,None,None,+7(812)2242708,"Санкт-Петербург, пр. Металлистов, 5",59.94695,30.421366,1
Петропавловский собор,Религиозные объекты,None,None,None,None,None,None,None,www.spbmuseum.ru,+7(812)2306431,"Санкт-Петербург, Заячий остров, Петропавловская крепость",59.95006,30.315913,1
Подворье Валаамского монастыря (Храм во имя Казанской иконы Божией Матери),Религиозные объекты,None,None,None,None,None,None,None, +7(812)2527700,+7(812)2526411,"Санкт-Петербург, Нарвский пр., дом 1/29",59.90598000000001,30.2753,1
"Храм иконы Божией Матери ""Неопалимая Купина""",Религиозные объекты,None,None,None,None,None,None,None,79110035260,+7(812)5424652,"Санкт-Петербург, Лесной проспект, дом 17, корпус 1",59.965525,30.351423,1
Спасо-Преображенский Собор,Религиозные объекты,None,None,None,None,None,None,None,www.preobragensky.ru,+7(812)5796010,"Санкт-Петербург, Преображенская пл., д. 1",59.942962,30.352465,1
Храм Благовещения Пресвятой Богородицы на Пискаревском пр.,Религиозные объекты,None,None,None,None,None,None,None,www.svet-istiny.ru,+7(812)5439227,"Санкт-Петербург, Пискарёвский пр., 41",59.980434,30.423603000000004,1
Троицкая церковь в Красном Селе,Религиозные объекты,None,None,None,None,None,None,None,None,+7(812)7414595,"Санкт-Петербург, Красное Село, проспект Ленина, 108",59.733178,30.088639,1
Церковь Андрея Критского (Подворье Константино-Еленинского монастыря),Религиозные объекты,None,None,None,None,None,None,None, +7(812)2519928,+7(812)2510165,"Санкт-Петербург, Рижский проспект, 9",59.91378,30.289835,1
Приход Св. Великомученика и Целителя Пантелеимона-на-Ручье,Религиозные объекты,None,None,None,None,None,None,None,svpanteleimon.bip.ru,+7(812)5577898,"Санкт-Петербург,  просп. Луначарского, д. 49",60.035962,30.36126,1
Приход храма Воскресения Христова пос. Шушары,Религиозные объекты,None,None,None,None,None,None,None,None,+7(921)8607770,"Санкт-Петербург, Школьная ул., 12-б, пос. Шушары",59.812003,30.375687,1
Приход Храма Святых Страстотерпцев Царя Николая и Царицы Александры при СПбГПМА,Религиозные объекты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, ул. Литовская, д. 2",59.977818000000006,30.340114,1
Храм Преображения Господня в Лигово,Религиозные объекты,None,None,None,None,None,None,None,spas-na-rubezhe.ru,+7(812)9524359,"Санкт-Петербург, ул. Добровольцев, д. 32",59.834709,30.166074,1
Храм Успения Пресвятой Богородицы на Малой Охте,Религиозные объекты,None,None,None,None,None,None,None,hramuspenie-spb.org,+7(812)5281150,"Санкт-Петербург, Малоохтинский просп., 52",59.933041,30.403822,1
Сампсониевский собор,Религиозные объекты,None,None,None,None,None,None,None,cathedral.ru,+7(812)2945751,"Санкт-Петербург, Бол. Сампсониевский пр., 41",59.968317000000006,30.343015,1
Храм Исидора Юрьевского (Свято-Исидоровский),Религиозные объекты,None,None,None,None,None,None,None,None,+7(812)7142583,"Санкт-Петербург, просп. Римского-Корсакова, 24",59.92183100000001,30.292638,1
Свято Троицкая Сергиева Приморская пустынь,Религиозные объекты,None,None,None,None,None,None,None, +7(812)6470745,+7(812)6470730,"Санкт-Петербург, Стрельна, Санкт–Петербургское ш., д. 15",59.853329,30.08978,1
"Церковь Святой Троицы Живоначальной ""Кулич и Пасха""",Религиозные объекты,None,None,None,None,None,None,None,None,None,"Санкт-Петербург, пр. Обуховской обороны, д. 235",59.863342,30.472768,1
Свято-Троицкий Собор в Колпино,Религиозные объекты,None,None,None,None,None,None,None,www.sobor-kolpino.narod.ru,+7(812)4821822,"Санкт-Петербург, г. Колпино,  ул. Володарского, 42",59.74016700000001,30.593448,1
Собор Апостола Андрея Первозванного (Андреевский),Религиозные объекты,None,None,None,None,None,None,None,andrew-sobor.ru,+7(812)3233418,"Санкт-Петербург, В.О., 6 линия, д.11",59.939753,30.283214,1
Собор Архистратига Божия Михаила и Всех Сил Небесных,Религиозные объекты,None,None,None,None,None,None,None,None,+7(812)4223962,"Санкт-Петербург, г. Ломоносов, Дворцовый пр., 61",59.915783,29.765722,1
Церковь Благовещения Пресвятой Богородицы,Религиозные объекты,None,None,None,None,None,None,None, +7(812)3282922,+7(812)3282971,"Санкт-Петербург,  В.О., 8-я линия, д. 67",59.945522,30.273405,1
